월,주,일,판매처,채널,품번,브랜드명,위탁사입수출,제조사명,판매처2,성별,추가분류,년도,시즌,입력일,품명,사입명,사입가,TAG가,판매가,원가,할인,생산(물류),재고(물류),재고(기타창고가용),판매금액(원장),판매수량(원장),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/04,2018/17,20180424,생활도감(위메프),위메프,SD00007,생활도감,위탁,솔레오,생활도감,,,2017,9.기타,20180112,생활도감샴푸,,0,12000,12000,1847,0,9220,4785,0,35333,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/04,2018/17,20180424,생활도감 (코오롱),코오롱,SD00007,생활도감,위탁,솔레오,생활도감,,,2017,9.기타,20180112,생활도감샴푸,,0,12000,12000,1847,0,9220,4785,0,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/04,2018/17,20180424,생활도감(29cm),29cm,SD00007,생활도감,위탁,솔레오,생활도감,,,2017,9.기타,20180112,생활도감샴푸,,0,12000,12000,1847,0,9220,4785,0,12000,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/04,2018/17,20180424,생활도감 (코오롱),코오롱,SD00008,생활도감,위탁,솔레오,생활도감,,,2017,9.기타,20180112,생활도감바디워시,,0,12000,12000,1832,0,10475,8759,5,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/04,2018/17,20180424,생활도감(스토어팜),스토어팜,SD00008,생활도감,위탁,솔레오,생활도감,,,2017,9.기타,20180112,생활도감바디워시,,0,12000,12000,1832,0,10475,8759,5,104002,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/04,2018/17,20180424,생활도감(티몬),티몬,SD00008,생활도감,위탁,솔레오,생활도감,,,2017,9.기타,20180112,생활도감바디워시,,0,12000,12000,1832,0,10475,8759,5,46668,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/04,2018/17,20180424,생활도감(29cm),29cm,SD00008,생활도감,위탁,솔레오,생활도감,,,2017,9.기타,20180112,생활도감바디워시,,0,12000,12000,1832,0,10475,8759,5,12000,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/04,2018/17,20180424,생활도감(오늘의집),오늘의집,SD00008,생활도감,위탁,솔레오,생활도감,,,2017,9.기타,20180112,생활도감바디워시,,0,12000,12000,1832,0,10475,8759,5,9634,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/04,2018/17,20180424,생활도감(위메프),위메프,SD00008,생활도감,위탁,솔레오,생활도감,,,2017,9.기타,20180112,생활도감바디워시,,0,12000,12000,1832,0,10475,8759,5,11333,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/04,2018/17,20180424,생활도감(자사몰),자사몰,SD00008,생활도감,위탁,솔레오,생활도감,,,2017,9.기타,20180112,생활도감바디워시,,0,12000,12000,1832,0,10475,8759,5,147071,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/04,2018/17,20180424,생활도감(카카오선물하기),카카오선물하기,SD00009,생활도감,#N/A,솔레오,생활도감,,,2017,9.기타,20180112,생활도감트리트먼트,,0,12000,12000,1882,0,9767,8013,1,9450,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/04,2018/17,20180424,생활도감(자사몰),자사몰,SD00009,생활도감,위탁,솔레오,생활도감,,,2017,9.기타,20180112,생활도감트리트먼트,,0,12000,12000,1882,0,9767,8013,1,173999,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/04,2018/17,20180424,생활도감(티몬),티몬,SD00009,생활도감,위탁,솔레오,생활도감,,,2017,9.기타,20180112,생활도감트리트먼트,,0,12000,12000,1882,0,9767,8013,1,34666,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/04,2018/17,20180424,생활도감(위메프),위메프,SD00009,생활도감,위탁,솔레오,생활도감,,,2017,9.기타,20180112,생활도감트리트먼트,,0,12000,12000,1882,0,9767,8013,1,11334,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/04,2018/17,20180424,생활도감 (코오롱),코오롱,SD00009,생활도감,위탁,솔레오,생활도감,,,2017,9.기타,20180112,생활도감트리트먼트,,0,12000,12000,1882,0,9767,8013,1,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/04,2018/17,20180424,생활도감(스토어팜),스토어팜,SD00009,생활도감,위탁,솔레오,생활도감,,,2017,9.기타,20180112,생활도감트리트먼트,,0,12000,12000,1882,0,9767,8013,1,45999,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/04,2018/17,20180424,생활도감(오늘의집),오늘의집,SD00009,생활도감,위탁,솔레오,생활도감,,,2017,9.기타,20180112,생활도감트리트먼트,,0,12000,12000,1882,0,9767,8013,1,9633,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/04,2018/17,20180424,★★★본사출고★★★,★★★본사출고★★★,SD00010,생활도감,#N/A,동구밭,생활도감,,,2017,9.기타,20180112,생활도감 비누 (청대),,0,10500,8900,2714,15,0,0,3,35600,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/04,2018/17,20180424,★★★본사출고★★★,★★★본사출고★★★,SD00011,생활도감,#N/A,동구밭,생활도감,,,2017,9.기타,20180112,생활도감 비누(대나무숯),,0,10500,8900,2714,15,0,0,2,97900,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/04,2018/17,20180424,★★★본사출고★★★,★★★본사출고★★★,SD00012,생활도감,#N/A,동구밭,생활도감,,,2017,9.기타,20180112,생활도감 비누(스윗아몬드),,0,10500,8900,2714,15,0,0,4,71200,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/04,2018/17,20180424,★★★본사출고★★★,★★★본사출고★★★,SD00013,생활도감,#N/A,동구밭,생활도감,,,2017,9.기타,20180112,생활도감 비누(프로폴리스),,0,10500,8900,2714,15,0,0,5,17800,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/04,2018/17,20180424,★★★본사출고★★★,★★★본사출고★★★,SD00014,생활도감,#N/A,동구밭,생활도감,,,2017,9.기타,20180112,생활도감 비누(알로에베라),,0,10500,8900,2714,15,0,0,5,80100,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/04,2018/17,20180424,★★★본사출고★★★,★★★본사출고★★★,SD00015,생활도감,#N/A,동구밭,생활도감,,,2017,9.기타,20180112,생활도감 비누 5종세트,,0,52500,40900,13572,22,0,0,0,2494900,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/04,2018/17,20180424,생활도감(자사몰),자사몰,SD00020,생활도감,위탁,솔레오,생활도감,,,2018,9.기타,20180208,생활도감 클렌징폼 30g,,0,0,0,0,0,0,6440,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/04,2018/17,20180424,비스탠다드(자사몰),자사몰,TS00002,더슬릭,위탁,썸니즈,TFT,,,2018,9.기타,20180213,라벤더 세트,,0,0,0,0,0,178,108,9,39300,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/04,2018/17,20180424,비스탠다드(네이버페이),네이버페이,TS00002,더슬릭,위탁,썸니즈,TFT,,,2018,9.기타,20180213,라벤더 세트,,0,0,0,0,0,178,108,9,36800,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/04,2018/17,20180425,비스탠다드(자사몰),자사몰,AL00001,에이랩,위탁,선보,에이랩,,,2017,9.기타,20180112,에이랩 스크래치 제거제 STEP1,,0,34300,25800,2448,25,10000,11979,35,84898,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/04,2018/17,20180425,비스탠다드(네이버페이),네이버페이,AL00001,에이랩,위탁,선보,에이랩,,,2017,9.기타,20180112,에이랩 스크래치 제거제 STEP1,,0,34300,25800,2448,25,10000,11979,35,206400,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/04,2018/17,20180425,비스탠다드(자사몰),자사몰,AL00002,에이랩,위탁,선보,에이랩,,,2017,9.기타,20180112,에이랩 차량왁스 STEP2,,0,34300,25800,2448,25,10000,11981,35,84897,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/04,2018/17,20180425,비스탠다드(네이버페이),네이버페이,AL00002,에이랩,위탁,선보,에이랩,,,2017,9.기타,20180112,에이랩 차량왁스 STEP2,,0,34300,25800,2448,25,10000,11981,35,206400,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/04,2018/17,20180425,비스탠다드(네이버페이),네이버페이,AL00003,에이랩,위탁,윈크린,에이랩,,,2017,9.기타,20180112,에이랩 저먼패드,,0,34300,25800,1150,25,0,10984,34,206400,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/04,2018/17,20180425,비스탠다드(자사몰),자사몰,AL00003,에이랩,위탁,윈크린,에이랩,,,2017,9.기타,20180112,에이랩 저먼패드,,0,34300,25800,1150,25,0,10984,34,84905,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/04,2018/17,20180425,바디홀릭(위메프),위메프,BH00001,바디홀릭,위탁,아이큐어,바디홀릭,,,2017,9.기타,20180112,바디홀릭 레드포션,,0,9900,8900,1501,10,991,124604,57,78267,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/04,2018/17,20180425,바디홀릭(자사몰),자사몰,BH00001,바디홀릭,위탁,아이큐어,바디홀릭,,,2017,9.기타,20180112,바디홀릭 레드포션,,0,9900,8900,1501,10,991,124604,57,163101,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/04,2018/17,20180425,바디홀릭(티몬),티몬,BH00001,바디홀릭,위탁,아이큐어,바디홀릭,,,2017,9.기타,20180112,바디홀릭 레드포션,,0,9900,8900,1501,10,991,124604,57,26900,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/04,2018/17,20180425,바디홀릭(cj몰),cj몰,BH00001,바디홀릭,위탁,아이큐어,바디홀릭,,,2017,9.기타,20180112,바디홀릭 레드포션,,0,9900,8900,1501,10,991,124604,57,9900,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/04,2018/17,20180425,바디홀릭(네이버페이),네이버페이,BH00001,바디홀릭,위탁,아이큐어,바디홀릭,,,2017,9.기타,20180112,바디홀릭 레드포션,,0,9900,8900,1501,10,991,124604,57,75299,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/04,2018/17,20180425,바디홀릭(스타일쉐어),스타일쉐어,BH00001,바디홀릭,위탁,아이큐어,바디홀릭,,,2017,9.기타,20180112,바디홀릭 레드포션,,0,9900,8900,1501,10,991,124604,57,10833,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/04,2018/17,20180425,바디홀릭(위메프),위메프,BH00002,바디홀릭,위탁,아이큐어,바디홀릭,,,2017,9.기타,20180112,바디홀릭 옐로우포션,,0,9900,8900,1445,10,60050,65106,56,139167,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/04,2018/17,20180425,바디홀릭(자사몰),자사몰,BH00002,바디홀릭,위탁,아이큐어,바디홀릭,,,2017,9.기타,20180112,바디홀릭 옐로우포션,,0,9900,8900,1445,10,60050,65106,56,162665,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/04,2018/17,20180425,바디홀릭(티몬),티몬,BH00002,바디홀릭,위탁,아이큐어,바디홀릭,,,2017,9.기타,20180112,바디홀릭 옐로우포션,,0,9900,8900,1445,10,60050,65106,56,9900,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/04,2018/17,20180425,바디홀릭(톡스토어),톡스토어,BH00002,바디홀릭,위탁,아이큐어,바디홀릭,,,2017,9.기타,20180112,바디홀릭 옐로우포션,,0,9900,8900,1445,10,60050,65106,56,7788,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/04,2018/17,20180425,"미팩토리,바디홀릭(스토어팜)",스토어팜,BH00002,바디홀릭,위탁,아이큐어,바디홀릭,,,2017,9.기타,20180112,바디홀릭 옐로우포션,,0,9900,8900,1445,10,60050,65106,56,62300,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/04,2018/17,20180425,바디홀릭(네이버페이),네이버페이,BH00002,바디홀릭,위탁,아이큐어,바디홀릭,,,2017,9.기타,20180112,바디홀릭 옐로우포션,,0,9900,8900,1445,10,60050,65106,56,93601,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/04,2018/17,20180425,바디홀릭(스타일쉐어),스타일쉐어,BH00002,바디홀릭,위탁,아이큐어,바디홀릭,,,2017,9.기타,20180112,바디홀릭 옐로우포션,,0,9900,8900,1445,10,60050,65106,56,10833,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/04,2018/17,20180425,바디홀릭(자사몰),자사몰,BH00003,바디홀릭,위탁,아이큐어,바디홀릭,,,2017,9.기타,20180112,바디홀릭 스카이포션,,0,9900,8900,1418,10,1180,167715,38,165497,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/04,2018/17,20180425,바디홀릭(위메프),위메프,BH00003,바디홀릭,위탁,아이큐어,바디홀릭,,,2017,9.기타,20180112,바디홀릭 스카이포션,,0,9900,8900,1418,10,1180,167715,38,77333,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/04,2018/17,20180425,기타,기타,BH00003,바디홀릭,위탁,아이큐어,바디홀릭,,,2017,9.기타,20180112,바디홀릭 스카이포션,,0,9900,8900,1418,10,1180,167715,38,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/04,2018/17,20180425,바디홀릭(톡스토어),톡스토어,BH00003,바디홀릭,위탁,아이큐어,바디홀릭,,,2017,9.기타,20180112,바디홀릭 스카이포션,,0,9900,8900,1418,10,1180,167715,38,9900,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/04,2018/17,20180425,바디홀릭(스타일쉐어),스타일쉐어,BH00003,바디홀릭,위탁,아이큐어,바디홀릭,,,2017,9.기타,20180112,바디홀릭 스카이포션,,0,9900,8900,1418,10,1180,167715,38,4883,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/04,2018/17,20180425,바디홀릭(cj몰),cj몰,BH00003,바디홀릭,위탁,아이큐어,바디홀릭,,,2017,9.기타,20180112,바디홀릭 스카이포션,,0,9900,8900,1418,10,1180,167715,38,9900,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/04,2018/17,20180425,바디홀릭(네이버페이),네이버페이,BH00003,바디홀릭,위탁,아이큐어,바디홀릭,,,2017,9.기타,20180112,바디홀릭 스카이포션,,0,9900,8900,1418,10,1180,167715,38,153333,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/04,2018/17,20180425,바디홀릭(네이버페이),네이버페이,BH00004,바디홀릭,위탁,아이큐어,바디홀릭,,,2017,9.기타,20180112,바디홀릭 그린포션,,0,9900,8900,1521,10,1383,175821,-8,25400,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/04,2018/17,20180425,바디홀릭(자사몰),자사몰,BH00004,바디홀릭,위탁,아이큐어,바디홀릭,,,2017,9.기타,20180112,바디홀릭 그린포션,,0,9900,8900,1521,10,1383,175821,-8,61134,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/04,2018/17,20180425,바디홀릭(위메프),위메프,BH00004,바디홀릭,위탁,아이큐어,바디홀릭,,,2017,9.기타,20180112,바디홀릭 그린포션,,0,9900,8900,1521,10,1383,175821,-8,49500,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/04,2018/17,20180425,바디홀릭(톡스토어),톡스토어,BH00005,바디홀릭,위탁,아이큐어,바디홀릭,,,2017,9.기타,20180112,바디홀릭 화이트포션,,0,9900,8900,1363,10,101179,35245,22,15900,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/04,2018/17,20180425,바디홀릭(자사몰),자사몰,BH00005,바디홀릭,위탁,아이큐어,바디홀릭,,,2017,9.기타,20180112,바디홀릭 화이트포션,,0,9900,8900,1363,10,101179,35245,22,203403,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/04,2018/17,20180425,바디홀릭(네이버페이),네이버페이,BH00005,바디홀릭,위탁,아이큐어,바디홀릭,,,2017,9.기타,20180112,바디홀릭 화이트포션,,0,9900,8900,1363,10,101179,35245,22,129867,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/04,2018/17,20180425,바디홀릭(cj몰),cj몰,BH00005,바디홀릭,위탁,아이큐어,바디홀릭,,,2017,9.기타,20180112,바디홀릭 화이트포션,,0,9900,8900,1363,10,101179,35245,22,9900,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/04,2018/17,20180425,"미팩토리,바디홀릭(스토어팜)",스토어팜,BH00005,바디홀릭,위탁,아이큐어,바디홀릭,,,2017,9.기타,20180112,바디홀릭 화이트포션,,0,9900,8900,1363,10,101179,35245,22,44500,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/04,2018/17,20180425,바디홀릭(위메프),위메프,BH00005,바디홀릭,위탁,아이큐어,바디홀릭,,,2017,9.기타,20180112,바디홀릭 화이트포션,,0,9900,8900,1363,10,101179,35245,22,184933,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/04,2018/17,20180425,바디홀릭(스타일쉐어),스타일쉐어,BH00005,바디홀릭,위탁,아이큐어,바디홀릭,,,2017,9.기타,20180112,바디홀릭 화이트포션,,0,9900,8900,1363,10,101179,35245,22,14649,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/04,2018/17,20180425,바디홀릭(톡스토어),톡스토어,BH00006,바디홀릭,위탁,안나홀즈,바디홀릭,,,2017,9.기타,20180112,클린 핸드크림 옐로우,,0,5900,5500,463,7,-800,83284,49,4812,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/04,2018/17,20180425,바디홀릭(스타일쉐어),스타일쉐어,BH00006,바디홀릭,위탁,안나홀즈,바디홀릭,,,2017,9.기타,20180112,클린 핸드크림 옐로우,,0,5900,5500,463,7,-800,83284,49,6034,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/04,2018/17,20180425,바디홀릭(스타일쉐어),스타일쉐어,BH00007,바디홀릭,위탁,안나홀즈,바디홀릭,,,2017,9.기타,20180112,클린 핸드크림 스카이,,0,5900,5500,456,7,-850,101129,98,12068,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/04,2018/17,20180425,홍천엠엔티,홍천엠엔티,BH00008,바디홀릭,사입,안나홀즈,바디홀릭,,,2017,9.기타,20180112,클린 핸드크림 화이트,,0,5900,5500,462,7,-850,70023,108,849640,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/04,2018/17,20180425,바디홀릭(네이버페이),네이버페이,BH00009,바디홀릭,위탁,엠베코코스메틱,바디홀릭,,,2017,9.기타,20180112,바디홀릭 클린팝 샴푸,,0,16900,15900,2542,6,0,75826,1,15900,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/04,2018/17,20180425,바디홀릭(자사몰),자사몰,BH00009,바디홀릭,위탁,엠베코코스메틱,바디홀릭,,,2017,9.기타,20180112,바디홀릭 클린팝 샴푸,,0,16900,15900,2542,6,0,75826,1,47700,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/04,2018/17,20180425,바디홀릭(위메프),위메프,BH00009,바디홀릭,위탁,엠베코코스메틱,바디홀릭,,,2017,9.기타,20180112,바디홀릭 클린팝 샴푸,,0,16900,15900,2542,6,0,75826,1,16900,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/04,2018/17,20180425,"미팩토리,바디홀릭(스토어팜)",스토어팜,BH00009,바디홀릭,위탁,엠베코코스메틱,바디홀릭,,,2017,9.기타,20180112,바디홀릭 클린팝 샴푸,,0,16900,15900,2542,6,0,75826,1,15900,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/04,2018/17,20180425,바디홀릭(자사몰),자사몰,CS-00001,,위탁,가시,,,,2018,9.기타,20180211,CS-누락,,0,0,0,0,0,0,999945,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/04,2018/17,20180425,생활도감(스토어팜),스토어팜,CS-00002,,위탁,가시,,,,2018,9.기타,20180211,CS-누락_생활도감,,0,0,0,0,0,0,999978,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/04,2018/17,20180425,생활도감(자사몰),자사몰,CS_00004,,위탁,기타,,,,2018,9.기타,20180302,CS_오배송재출고_생활도감,,0,0,0,0,0,0,9993,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/04,2018/17,20180425,비스탠다드(네이버페이),네이버페이,CS_00009,,위탁,기타,,,,2018,9.기타,20180302,CS_WOW 서비스,,0,0,0,0,0,0,99988,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/04,2018/17,20180425,닥터제시카(자사몰),자사몰,DJ00001,닥터제시카,위탁,아이엔지메딕스,TFT,,,2017,9.기타,20180112,뉴트리션플러스,,0,39000,29000,3663,26,0,568,13,667000,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/04,2018/17,20180425,닥터제시카(스토어팜),스토어팜,DJ00001,닥터제시카,위탁,아이엔지메딕스,TFT,,,2017,9.기타,20180112,뉴트리션플러스,,0,39000,29000,3663,26,0,568,13,29000,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/04,2018/17,20180425,닥터제시카(자사몰),자사몰,DJ00002,닥터제시카,위탁,아인솝인터네셔널,TFT,,,2017,9.기타,20180112,스파엔 테라피,,0,31000,24000,3541,23,0,1170,18,144000,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/04,2018/17,20180425,닥터제시카(자사몰),자사몰,DJ00004,닥터제시카,위탁,바이오피이드,TFT,,,2018,9.기타,20180209,오가닉 미니큐브 황태,,0,0,0,0,0,29,93,0,19000,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/04,2018/17,20180425,닥터제시카(자사몰),자사몰,DJ00006,닥터제시카,위탁,바이오피이드,TFT,,,2018,9.기타,20180209,오가닉 미니큐브 연어,,0,0,0,0,0,29,85,0,22000,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/04,2018/17,20180425,미팩토리(티몬),티몬,FS00001,포시즌,위탁,코스온,TFT,,,2017,9.기타,20180112,포시즌,,0,18000,9900,2188,45,-40,2044,35,43800,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/04,2018/17,20180425,비스탠다드(페쇄몰),페쇄몰,MC00001,모니카,#N/A,양양산업,TFT,,,2017,9.기타,20180112,세탁조세정제,,0,22000,13800,2071,37,19487,342,31,119000,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/04,2018/17,20180425,비스탠다드(자사몰),자사몰,MC00001,모니카,위탁,양양산업,TFT,,,2017,9.기타,20180112,세탁조세정제,,0,22000,13800,2071,37,19487,342,31,16300,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/04,2018/17,20180425,비스탠다드(네이버페이),네이버페이,MC00001,모니카,위탁,양양산업,TFT,,,2017,9.기타,20180112,세탁조세정제,,0,22000,13800,2071,37,19487,342,31,55200,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/04,2018/17,20180425,미팩토리(우먼스톡),우먼스톡,MF00001,미팩토리,위탁,씨엔에프,미팩토리,,,2017,9.기타,20180112,3단 돼지코팩 (구형 5매),,0,12000,9900,1490,18,241000,242724,0,10200,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
